DataStructure,N,runs,med_cyc,avg_cyc,med_ins,avg_ins,ipc,med_cm,avg_cm,med_br,avg_br,med_brm,avg_brm,med_l1,avg_l1,med_tlb,avg_tlb,cv_pct,stddev_cycles,ci95_cycles
AoS,1630,50,10309,10325,11867,11867,1.15,0,1,1731,1731,11,11,302,308,0,0,1.9,199,55
RBTree,1615,50,1533,5987,17104,17104,11.16,0,0,3391,3391,23,26,3030,3028,0,0,94.3,5648,1566
CircularBuffer,1621,50,10111,10078,11804,11804,1.17,0,1,1722,1722,12,12,13,15,0,0,2.9,293,81
SkipList,1643,50,22318,22402,11957,11957,0.54,0,0,1744,1744,12,12,1659,1161,0,0,1.6,362,100
LinkedList,1616,50,21748,21880,11766,11766,0.54,0,1,1717,1717,12,12,1155,1159,0,0,3.5,769,213
Deque,1623,50,10252,8372,20877,20877,2.04,0,0,4199,4199,14,15,11,13,0,0,45.1,3779,1047
Array,1624,50,10189,10157,11825,11825,1.16,0,1,1725,1725,13,13,12,15,0,0,2.6,267,74
Heap,1626,50,1465,3130,11839,11839,8.08,0,1,1727,1727,13,13,15,17,0,0,113.0,3538,981
HashMap,1642,50,9798,10187,23206,23206,2.37,0,1,5027,5027,18,29,1883,1876,0,0,19.5,1984,550
SoA,1617,50,10045,10020,11776,11776,1.17,0,1,1718,1718,13,13,14,16,0,0,2.3,231,64
BTree,1618,50,11101,11798,22205,18266,2.00,0,1,4027,4027,89,112,1125,1130,0,0,16.4,1931,535
Trie,1642,50,902521,653017,412942,350188,0.46,2,347,120106,92122,23744,20870,22118,20586,0,0,63.9,417230,115650
Vector,1619,50,10129,10130,11790,11790,1.16,0,0,1720,1720,12,12,15,19,0,0,3.0,303,84
Trie,1669,50,918108,642203,419316,355896,0.46,0,5,121943,93772,24131,20724,22453,20775,0,0,64.2,412310,114286
BTree,1671,50,11424,11745,22735,22735,1.99,0,0,4133,4133,103,114,1133,1135,0,0,10.0,1179,327
BST,1660,50,12884,11432,17554,17554,1.36,0,0,3481,3481,20,23,2806,2806,0,0,36.1,4132,1145
CircularBuffer,1668,50,10107,7653,12133,12133,1.20,0,0,1769,1769,12,12,15,18,0,0,54.3,4154,1151
LinkedList,1668,50,22373,22509,12130,12130,0.54,0,1,1769,1769,11,11,1217,1217,0,0,3.7,838,232
SkipList,1658,50,22652,22741,12062,12062,0.53,0,0,1759,1759,11,11,1672,1672,0,0,1.9,435,121
SlabList,1650,50,1096,4620,14803,14803,13.51,0,1,2151,2151,16,16,19,21,0,0,112.5,5196,1440
vEBTree,1656,50,1037,2301,12049,12049,11.62,0,0,1757,1722,13,13,14,18,0,0,137.3,3161,876
HashMap,1670,50,9599,8418,23688,23688,2.47,0,1,5111,5111,11,24,1469,1468,0,0,44.9,3781,1048
Array,1650,50,9999,9930,12007,12007,1.20,0,0,1751,1751,13,13,12,14,0,0,2.9,286,79
AoS,1662,50,10209,10213,12091,12091,1.18,0,0,1763,1763,13,13,315,321,0,0,1.0,104,29
Vector,1652,50,10123,10011,12021,12021,1.19,0,0,1753,1753,11,11,15,19,0,0,2.5,254,70
Deque,1646,50,10031,10045,20992,20992,2.09,0,0,4199,4199,14,15,19,21,0,0,1.3,132,37
RBTree,1675,50,12690,12882,17707,17707,1.40,0,0,3513,3513,22,25,3137,3136,0,0,6.0,768,213
Heap,1659,50,1059,1260,12070,12070,11.40,0,0,1760,1760,13,13,12,17,0,0,108.2,1363,378
SoA,1650,50,9915,9915,12007,12007,1.21,0,1,1751,1751,12,12,14,16,0,0,2.2,221,61
Heap,1689,50,10207,10205,12280,12280,1.20,0,1,1790,1790,12,12,13,15,0,0,2.1,218,60
BST,1697,50,12559,12765,17927,17927,1.43,0,0,3557,3557,24,27,2895,2897,0,0,5.9,750,208
SlabList,1705,50,12085,12090,14803,14803,1.22,0,1,2151,2151,14,14,24,26,0,0,1.9,235,65
LinkedList,1703,50,23577,23700,12375,12375,0.52,0,1,1804,1804,13,13,1258,1258,0,0,2.3,551,153
Trie,1680,50,919461,576418,421911,358199,0.46,6,5,122696,103871,24192,22285,22596,20863,0,0,75.6,435581,120737
Deque,1689,50,10505,10494,21207,21207,2.02,0,0,4199,4199,15,15,20,22,0,0,1.7,183,51
RBTree,1688,50,13285,13445,17837,17837,1.34,0,0,3539,3539,24,27,3175,3173,0,0,6.6,882,245
BTree,1681,50,1036,5540,22835,22835,22.04,0,1,4153,4153,92,105,1139,1140,0,0,98.6,5461,1514
vEBTree,1690,50,10278,10211,12287,12287,1.20,0,0,1791,1791,13,13,17,19,0,0,2.6,266,74
SkipList,1693,50,22733,22849,12307,12307,0.54,0,0,1794,1794,12,12,1708,1708,0,0,2.3,520,144
Array,1703,50,10235,8803,12378,12378,1.21,0,0,39,144,13,13,17,21,0,0,37.8,3329,923
HashMap,1696,50,9710,10167,23318,23318,2.40,0,0,5189,5189,21,33,1675,1675,0,0,21.5,2189,607
AoS,1675,50,1062,4934,12182,12182,11.47,0,0,1776,1776,12,12,346,348,0,0,93.5,4614,1279
CircularBuffer,1686,50,10287,10281,12259,12259,1.19,0,2,1787,1787,5,7,15,20,0,0,2.2,225,62
SoA,1694,50,10357,9759,12315,12315,1.19,0,2,1795,1795,13,13,18,22,0,0,22.9,2237,620
Vector,1693,50,10325,10297,12308,12308,1.19,0,1,1794,1794,12,12,17,25,0,0,2.1,214,59
Vector,1720,50,10511,10555,12497,12497,1.19,0,1,1821,1428,13,13,20,42,0,0,2.4,252,70
Array,1735,50,1066,2530,12602,10883,11.82,0,1,1836,1836,12,12,23,61,0,0,137.2,3473,963
BTree,1715,50,11767,12168,23175,23175,1.97,0,0,4221,4221,120,134,1144,1143,0,0,10.2,1245,345
vEBTree,1720,50,1054,2397,12497,12497,11.86,0,0,1821,1821,13,13,13,15,0,0,136.4,3270,906
SkipList,1714,50,23119,23196,12454,12454,0.54,0,0,1815,1815,12,12,1732,1732,0,0,1.4,324,90
AoS,1723,50,10548,10586,12518,12518,1.19,0,1,1824,1824,12,12,377,379,0,0,3.4,357,99
Deque,1719,50,10174,9182,21357,21357,2.10,0,0,4199,4199,15,16,19,22,0,0,31.0,2845,789
LinkedList,1734,50,24891,16421,12592,12592,0.51,0,1,1835,1835,12,12,1287,1291,0,0,69.6,11430,3168
Trie,1712,50,939767,666596,429576,367012,0.46,0,4,124880,106503,24625,21042,22996,19612,0,0,62.9,419580,116302
Heap,1706,50,1509,4852,12399,12399,8.22,0,0,1807,1807,12,12,12,14,0,0,92.2,4476,1241
SoA,1726,50,10719,10762,12539,12539,1.17,0,0,1827,1827,10,10,21,24,0,0,5.0,537,149
SlabList,1710,50,12391,12387,14803,14803,1.19,0,1,2151,2151,16,16,19,21,0,0,1.8,219,61
BST,1714,50,12932,11945,18097,18097,1.40,0,0,3591,3591,22,25,2940,2941,0,0,30.3,3622,1004
RBTree,1717,50,13880,13991,18127,18127,1.31,0,0,3597,3597,25,27,3211,3212,0,0,4.1,572,158
CircularBuffer,1729,50,10858,10819,12560,12560,1.16,0,1,1830,1830,11,11,23,27,0,0,2.3,253,70
HashMap,1711,50,11012,9041,23259,23259,2.11,0,1,5234,5234,43,46,1685,1687,0,0,46.1,4169,1156
SlabList,1737,50,12235,9181,14803,14803,1.21,0,1,2151,2151,15,15,23,26,0,0,54.3,4984,1382
Array,1756,50,1468,5218,12749,12749,8.68,0,0,1857,1857,11,11,10,12,0,0,91.9,4793,1329
AoS,1749,50,11001,11048,12700,12700,1.15,0,2,39,473,12,12,386,393,0,0,2.3,258,72
SkipList,1763,50,23952,24056,12797,12797,0.53,0,0,1864,1864,11,11,1779,1779,0,0,2.2,534,148
HashMap,1743,50,15433,12859,23358,23358,1.51,0,0,5330,5330,4,7,2006,2003,0,0,45.7,5883,1631
CircularBuffer,1752,50,10798,10765,12721,12721,1.18,0,0,1853,1853,12,12,0,7,0,0,2.7,295,82
Heap,1762,50,10978,10912,12791,12791,1.17,0,0,1863,1863,12,12,21,23,0,0,2.0,223,62
Trie,1765,50,968736,696865,441929,378295,0.46,6,51,128462,109545,25437,21749,23654,20318,0,0,62.9,438177,121456
BST,1735,50,12815,12982,18307,18307,1.43,0,0,3633,3633,22,24,2999,2999,0,0,5.6,722,200
LinkedList,1753,50,24676,17664,12725,12725,0.52,0,1,1854,1854,12,12,1327,1329,0,0,61.2,10809,2996
vEBTree,1753,50,1462,4221,12728,12728,8.71,0,0,1854,1854,11,11,23,25,0,0,104.6,4415,1224
Deque,1737,50,10509,9440,21447,21447,2.04,0,0,4199,4199,14,15,0,1,0,0,32.1,3032,840
RBTree,1759,50,13345,13527,18547,18547,1.39,0,0,3681,3681,23,25,3301,3301,0,0,6.1,832,231
Vector,1748,50,10426,10005,12693,12693,1.22,0,0,1849,1849,13,13,12,17,0,0,18.4,1840,510
BTree,1754,50,11586,11952,23565,17524,2.03,0,1,4299,4299,112,126,1137,1139,0,0,10.2,1214,336
SoA,1748,50,10411,10390,12693,12693,1.22,0,1,1849,1849,12,12,14,15,0,0,2.6,270,75
vEBTree,1781,50,10734,10666,12924,12924,1.20,0,0,1882,1623,12,12,15,19,0,0,2.6,275,76
SoA,1785,50,10668,8306,12952,12952,1.21,0,0,1886,1886,12,12,19,22,0,0,50.3,4176,1158
Array,1777,50,1045,4524,12896,12896,12.34,0,0,1878,1878,12,12,13,15,0,0,103.9,4699,1303
BST,1770,50,12805,13120,18657,18657,1.46,0,0,3703,3703,19,21,3088,3087,0,0,8.2,1070,297
SlabList,1772,50,12218,12207,14803,14803,1.21,0,1,2151,1897,14,14,17,21,0,0,1.3,154,43
HashMap,1789,50,10181,10744,25030,25030,2.46,0,1,5468,4599,19,37,2249,2243,0,0,22.3,2398,665
Vector,1773,50,10750,10718,12868,12868,1.20,0,1,1874,1874,12,12,15,18,0,0,1.7,179,50
LinkedList,1780,50,24675,24836,12914,12914,0.52,0,1,1881,1881,9,9,1358,1359,0,0,3.1,770,213
AoS,1786,50,11131,9028,12959,12959,1.16,0,1,1887,1887,12,13,384,385,0,0,45.7,4130,1145
Trie,1777,50,972083,633162,444676,381524,0.46,7,35,129267,110667,25533,21858,23815,21313,0,0,72.6,459609,127397
SkipList,1793,50,24396,24521,13007,13007,0.53,0,0,1894,1894,11,11,0,145,0,0,2.4,600,166
Deque,1784,50,10621,10643,21682,21682,2.04,0,0,4199,4199,14,15,21,22,0,0,1.5,163,45
Heap,1775,50,1063,3007,12882,12882,12.12,0,0,1876,1876,13,13,12,16,0,0,130.6,3927,1089
RBTree,1767,50,13333,13544,18627,18627,1.40,0,0,3697,3697,26,28,3312,3311,0,0,6.8,920,255
CircularBuffer,1792,50,10712,9375,13001,13001,1.21,0,1,1893,1893,13,13,16,21,0,0,36.2,3392,940
BTree,1783,50,11929,12296,23855,23855,2.00,0,1,4357,4357,105,119,1138,1139,0,0,10.4,1277,354
Heap,1798,50,11062,11050,13043,13043,1.18,0,1,1899,1899,13,13,17,19,0,0,2.7,304,84
SlabList,1820,50,12182,12169,14803,14803,1.22,0,1,2151,2151,14,14,22,24,0,0,1.5,182,50
Deque,1819,50,10336,10368,21857,21857,2.11,0,1,4199,4199,15,16,21,25,0,0,1.5,155,43
Trie,1799,50,984469,711632,449890,387508,0.46,3,54,130761,103098,25861,20699,24100,22336,0,0,60.8,432714,119942
LinkedList,1820,50,26667,24794,13194,13194,0.49,0,1,1921,1921,10,10,1405,1404,0,0,28.2,7001,1941
SkipList,1815,50,24096,24159,325,5714,0.01,0,0,1916,1916,13,13,1834,1834,0,0,1.6,382,106
Array,1821,50,10733,9569,13204,13204,1.23,0,0,1922,1922,13,13,14,18,0,0,33.6,3213,891
AoS,1800,50,10958,10923,13057,13057,1.19,0,0,39,672,13,13,406,408,0,0,1.5,165,46
CircularBuffer,1813,50,10856,10076,13148,13148,1.21,0,1,1914,1914,11,11,16,23,0,0,26.8,2698,748
vEBTree,1823,50,10794,9062,13218,13218,1.22,0,1,1924,1924,12,12,15,21,0,0,42.1,3815,1057
RBTree,1800,50,1125,7104,18957,18957,16.85,0,0,3763,3763,23,26,3380,3380,0,0,89.8,6379,1768
BTree,1797,50,12183,12664,23995,23995,1.97,0,1,4385,4385,127,140,1146,1148,0,0,11.6,1464,406
BST,1802,50,13289,13472,18977,18977,1.43,0,0,3767,3767,22,24,3189,3188,0,0,5.6,748,207
SoA,1825,50,1055,3025,13232,13232,12.54,0,1,1926,1926,13,13,21,24,0,0,131.8,3988,1105
HashMap,1816,50,10817,11222,25021,25021,2.31,0,1,5549,5549,40,50,2022,2021,0,0,15.5,1735,481
Vector,1811,50,11070,11040,13134,13134,1.19,0,1,1912,1912,13,13,19,27,0,0,3.3,367,102
Vector,1832,50,11275,11251,13281,13281,1.18,0,0,1933,1933,12,12,19,21,0,0,2.1,240,67
LinkedList,1850,50,25898,17580,13404,13404,0.52,0,0,1951,1951,11,11,1419,1420,0,0,68.2,11984,3322
Heap,1848,50,11108,10276,13393,13393,1.21,0,0,1949,1949,13,13,24,28,0,0,26.7,2746,761
BTree,1839,50,12267,10287,24415,24415,1.99,0,1,4469,4469,133,145,1147,1149,0,0,47.9,4927,1366
RBTree,1833,50,1052,4292,19287,19287,18.33,0,0,3829,3829,19,22,3434,3435,0,0,136.8,5871,1627
Array,1826,50,10906,10849,13239,13239,1.21,0,0,1927,1927,13,13,15,17,0,0,2.7,288,80
SlabList,1829,50,1108,1801,14803,14803,13.36,0,0,2151,2151,14,14,26,29,0,0,150.2,2707,750
Deque,1827,50,10343,8236,21897,21897,2.12,0,0,4199,4199,14,15,23,25,0,0,47.6,3919,1086
vEBTree,1828,50,11063,10961,13253,13253,1.20,0,0,1929,1929,12,12,17,18,0,0,2.2,246,68
HashMap,1829,50,1085,2711,25695,25695,23.68,0,1,5588,5366,26,36,1779,1778,0,0,156.6,4246,1177
CircularBuffer,1832,50,10978,10855,13281,13281,1.21,0,0,1933,1933,12,12,15,18,0,0,2.6,281,78
SkipList,1838,50,25514,25579,13322,13322,0.52,0,0,1939,1939,11,11,1853,1853,0,0,1.1,286,79
BST,1845,50,13517,13832,19407,19407,1.44,0,0,3853,3853,22,25,3348,3348,0,0,8.7,1209,335
Trie,1838,50,1013357,746925,458986,397109,0.45,13,123,133402,115846,26674,23318,24576,21072,0,0,60.7,453263,125638
SoA,1853,50,1091,3901,13428,13428,12.31,0,1,1954,1954,13,13,18,21,0,0,117.0,4565,1265
AoS,1847,50,1057,1063,13386,13386,12.66,0,1,1948,1948,12,12,430,432,0,0,4.0,43,12
Deque,1860,50,10461,10044,22062,22062,2.11,0,1,4199,4199,14,15,17,22,0,0,19.0,1906,528
SlabList,1870,50,1036,1281,14803,12486,14.29,0,1,2151,2151,13,13,21,30,0,0,128.4,1645,456
BST,1859,50,13802,13923,19547,19547,1.42,0,0,3881,3881,24,26,3420,3420,0,0,4.5,631,175
Heap,1883,50,11338,11309,13638,13638,1.20,0,0,1984,1984,13,13,27,30,0,0,1.9,219,61
SoA,1882,50,1037,3412,13631,13631,13.14,0,0,1983,1983,11,12,11,14,0,0,125.9,4296,1191
LinkedList,1856,50,25766,25804,13446,13446,0.52,0,0,1957,1957,13,13,1422,1423,0,0,1.9,498,138
SkipList,1869,50,25557,20897,13539,13539,0.53,0,1,1970,1970,12,12,1886,1886,0,0,46.4,9686,2685
vEBTree,1856,50,10997,10983,13449,13449,1.22,0,0,39,921,12,12,18,20,0,0,2.5,269,75
CircularBuffer,1863,50,11053,11034,325,2169,0.03,0,0,1964,1964,13,13,15,19,0,0,2.8,305,85
Array,1865,50,11188,11102,13512,13512,1.21,0,0,1966,1966,12,12,18,20,0,0,2.2,248,69
BTree,1864,50,12900,13309,24665,24665,1.91,0,1,4519,4519,130,147,1147,1147,0,0,9.6,1274,353
RBTree,1874,50,16536,13136,19697,19697,1.19,0,0,3911,3911,21,24,3506,3508,0,0,51.4,6755,1872
Vector,1864,50,11363,11344,13505,13505,1.19,0,1,1965,1965,8,9,17,19,0,0,2.5,286,79
Trie,1878,50,1030674,757484,468539,402599,0.45,0,74,136135,118291,27150,23545,25070,21667,0,2,59.7,451889,125257
AoS,1856,50,11517,10748,13449,13449,1.17,0,0,1957,1957,11,11,443,444,0,0,26.0,2792,774
HashMap,1866,50,10781,11088,26253,26253,2.44,0,1,5699,5699,22,34,1561,1563,0,0,14.8,1644,456
Deque,1887,50,10805,10816,325,7761,0.03,0,1,4199,4199,14,15,22,23,0,0,1.5,158,44
SkipList,1893,50,25785,26013,13707,13707,0.53,0,1,1994,1994,11,11,1910,1911,0,0,4.1,1063,295
RBTree,1891,50,14717,11359,19867,19867,1.35,0,1,3945,3945,22,24,3549,3550,0,0,54.2,6155,1706
vEBTree,1904,50,11334,11282,13785,12975,1.22,0,1,2005,2005,12,12,18,21,0,0,2.4,274,76
SlabList,1905,50,12039,12081,14803,14803,1.23,0,1,2151,2151,14,14,21,23,0,0,1.7,204,57
Heap,1885,50,11653,11609,13652,13652,1.17,0,1,1986,1986,13,13,15,22,0,0,2.9,333,92
Vector,1915,50,11174,9014,13862,13862,1.24,0,0,2016,2016,12,12,16,19,0,0,47.5,4285,1188
CircularBuffer,1910,50,1065,5191,13827,13827,12.98,0,0,2011,2011,12,12,17,20,0,0,98.5,5112,1417
BTree,1887,50,13278,13686,24895,24895,1.87,0,1,4565,3931,145,159,1149,1150,0,0,9.3,1273,353
SoA,1910,50,11346,11309,13827,13827,1.22,0,1,2011,1616,11,11,14,17,0,0,2.6,293,81
Array,1905,50,11389,11350,13792,13792,1.21,0,1,2006,2006,12,12,18,20,0,0,1.9,221,61
BST,1892,50,14653,11735,19877,19877,1.36,0,0,3947,3947,21,25,3562,3561,0,0,48.8,5727,1587
LinkedList,1903,50,27075,26647,13775,13775,0.51,0,1,2004,2004,12,12,1474,1476,0,0,13.9,3717,1030
Trie,1890,50,1037136,756512,471419,406409,0.45,0,5,136962,117974,27243,23774,25216,21858,0,0,61.0,461750,127991
AoS,1887,50,11734,11741,13666,13666,1.16,0,1,1988,1988,12,12,447,448,0,0,1.7,197,54
HashMap,1906,50,11633,12186,26305,26305,2.26,0,1,5819,5819,33,49,1900,1900,0,0,19.7,2395,664
BTree,1916,50,13620,14075,25185,25185,1.85,0,1,4623,4623,4,76,1151,1152,0,0,8.5,1200,333
HashMap,1918,50,11590,11875,26984,26984,2.33,0,1,5855,5040,38,43,2540,2536,0,0,10.0,1184,328
SkipList,1935,50,26270,26326,14001,14001,0.53,0,0,2036,2036,11,11,1950,1950,0,0,1.5,383,106
Deque,1919,50,10850,10865,22357,22357,2.06,0,0,4199,4199,14,15,21,25,0,0,1.6,176,49
vEBTree,1939,50,11941,11949,14030,14030,1.17,0,0,2040,2040,12,12,20,21,0,0,2.2,268,74
RBTree,1938,50,15853,16087,20337,18335,1.28,0,0,4039,4039,21,24,3625,3624,0,0,5.9,952,264
SlabList,1939,50,12218,9410,14803,14803,1.21,0,0,2151,2151,16,16,18,20,0,0,53.1,5000,1386
LinkedList,1933,50,27919,28094,13985,13985,0.50,0,1,2034,2034,13,13,1548,1551,0,0,3.4,968,268
AoS,1936,50,12089,9261,14009,14009,1.16,0,0,2037,2037,12,12,464,466,0,0,51.1,4732,1312
CircularBuffer,1925,50,1481,3954,13932,13932,9.41,0,0,2026,2026,13,13,15,19,0,0,115.0,4548,1261
BST,1924,50,14521,14778,20197,20197,1.39,0,0,4011,4011,23,25,3671,3669,0,0,6.8,1007,279
Array,1931,50,11918,11874,13974,13974,1.17,0,0,2032,2032,12,12,20,21,0,0,2.1,246,68
