DataStructure,N,runs,med_cyc,avg_cyc,med_ins,avg_ins,ipc,med_cm,avg_cm,med_br,avg_br,med_brm,avg_brm,med_l1,avg_l1,med_tlb,avg_tlb,cv_pct,stddev_cycles,ci95_cycles
vEBTree,775756,20,3882173,2870095,5430750,4543042,1.40,7981,19266,775858,680677,14,14,48501,42527,0,5,59.6,1709950,749419
RBTree,779615,20,72033714,70854569,8312150,8302657,0.12,3429972,3445406,1508605,1506290,11154,11247,1898817,1894219,449758,447997,6.0,4257667,1866005
vEBTree,780801,20,4258645,2824318,5466065,4537084,1.28,6875,8199,780903,682944,13,13,48819,42596,0,3,64.4,1818440,796967
SoA,779077,20,4114463,2858581,5453997,4533862,1.33,7612,10356,779179,683522,14,14,48711,42586,0,1,62.4,1784875,782256
SkipList,780071,20,16069361,15734713,4642875,4690447,0.29,1211461,1194320,663494,668927,16,20,652805,672567,8724,8727,16.5,2598259,1138737
AoS,781375,20,4470324,3382907,5470083,4627642,1.22,228188,211125,781477,676520,15,17,195760,169139,1938,1639,59.6,2017047,884010
BST,778407,20,70616881,73884053,8296682,8293601,0.12,3406597,3425518,1502618,1504745,10405,10808,1934517,1932198,447760,447577,15.8,11655009,5108033
Vector,779936,20,4100023,2849993,5460010,4531390,1.33,10629,12046,780038,684153,12,12,48764,42708,0,1,63.3,1805317,791215
Array,781120,20,3991461,2877901,5468298,4563197,1.37,25533,27777,781222,683645,14,15,48842,42779,0,1,60.5,1741441,763220
Deque,780477,20,3808445,2749650,8597581,7416284,2.26,26717,40160,1563489,1354202,779,682,49177,42632,1,42,57.8,1588616,696242
SlabList,779522,20,3784325,3085847,5467804,4628132,1.44,70090,61832,781152,664069,778,690,49085,43538,167,308,55.8,1720942,754236
CircularBuffer,781175,20,4045888,2926844,5468683,4586396,1.35,76366,66118,781277,697347,17,17,49039,42419,369,375,58.3,1706932,748096
Trie,781277,20,423013501,424096563,99544560,99636200,0.24,18767612,18760226,28766088,28758334,6256933,6256507,6666104,6666890,494838,494975,2.2,9320350,4084823
BTree,779969,20,16073678,16640958,8313363,8409235,0.52,1081504,1067675,1470757,1490765,82645,84289,430311,436885,35820,37352,16.5,2742122,1201788
Heap,780995,20,3788174,2973561,5467423,4625103,1.44,36380,33742,781097,689154,15,14,48839,43121,2,5,56.8,1689228,740337
LinkedList,780317,20,163775658,161206727,3934349,4132938,0.02,3031393,3074736,668547,669075,18,18,1567947,1563394,331589,336928,9.8,15862383,6951996
HashMap,780791,20,25450803,27019716,9213867,9107278,0.36,1711545,1808606,2011598,2006596,18183,18805,1584978,1572876,348883,345763,26.2,7083450,3104459
vEBTree,783032,20,3837970,2975382,5481682,4652159,1.43,5329,8300,783134,663905,13,12,48957,43381,0,0,55.7,1657200,726300
BST,782702,20,71921092,72747318,8332449,8330918,0.12,3445573,3444313,1514013,1512512,12526,12520,1944983,1940665,447663,451137,6.2,4535149,1987617
AoS,781570,20,4546792,3597213,5471448,4689705,1.20,199967,172290,781672,668334,14,13,195822,167961,2738,1752,54.2,1949065,854216
SoA,783837,20,4141806,2870440,5487317,4575950,1.32,11779,11532,783939,686234,14,14,49015,42992,2,20,63.1,1812653,794430
Deque,782260,20,4733009,3471618,8612649,7394620,1.82,75821,65984,1565538,1339397,793,687,49460,42155,319,376,51.5,1787029,783200
Vector,781954,20,4268068,3461427,5474136,4618059,1.28,16390,21095,782056,671502,14,13,48901,43132,1,8,40.1,1387485,608092
RBTree,781907,20,72023169,74910456,8342835,8319218,0.12,3513454,3522593,1514465,1511168,11936,12707,1898616,1891546,443078,447724,17.0,12741417,5584172
SkipList,782591,20,14793736,15143712,4634860,4674005,0.31,1164560,1179486,664757,675733,18,20,665363,680194,8414,8590,13.3,2015122,883166
Array,784086,20,4028363,2991440,5489060,4660808,1.36,7492,11044,661300,485800,14,14,49024,43385,0,57,55.9,1671842,732717
BTree,782192,20,14563043,14904424,8258585,8419089,0.57,1011105,1043704,1462719,1494464,83081,84466,424721,434696,37742,37805,12.1,1799138,788507
Trie,781840,20,422766498,425896488,99617917,99651081,0.24,18750044,18813612,28767145,28772464,6259063,6264967,6679477,6680688,494772,494890,3.2,13532684,5930960
Heap,781511,20,3608296,2921973,5471035,4702583,1.52,3970,5677,781613,681091,15,14,48865,42435,0,4,57.0,1665693,730022
LinkedList,784051,20,145555757,146177011,4672737,4702149,0.03,3019019,3036578,672262,672477,21,21,1563801,1565883,337919,336456,3.5,5171871,2266672
CircularBuffer,781806,20,3916316,2905604,5473100,4680898,1.40,3102,4328,781908,680906,14,14,48886,42502,1,4,59.2,1721307,754396
HashMap,783149,20,32112121,33244136,8831417,8991452,0.28,2590088,2625270,2004625,2011481,20977,21248,1694173,1710710,380982,378784,15.7,5203795,2280664
SlabList,783247,20,4279506,2813209,5489329,4761001,1.28,4157,19431,784227,685325,781,687,49168,42800,0,40,66.8,1878395,823243
HashMap,787038,20,24731917,25817703,9305480,9218909,0.38,1866595,1897350,2043556,2029656,16912,16950,1445036,1435669,330078,321461,19.9,5146062,2255361
Deque,786807,20,3576182,2618382,8666149,7264973,2.42,5438,12600,1575783,1386366,787,697,49578,43665,1,5,59.1,1546754,677895
SkipList,785736,20,16368282,16095989,4740428,4675047,0.29,1229262,1214903,683484,675490,27,28,696728,645858,9158,9516,13.5,2178661,954840
Vector,787268,20,3692811,3094119,5511334,4689035,1.49,59084,53903,787370,669210,15,16,49234,42673,5,49,46.9,1452626,636641
RBTree,786185,20,72285887,70718295,8375291,8348996,0.12,3486197,3490458,1524327,1520201,10989,11127,1912479,1908517,447395,449947,6.3,4455647,1952773
BST,787851,20,75269023,76392281,8357704,8370117,0.11,3442900,3455359,1522123,1521645,9665,9722,1955752,1953184,452477,452843,6.2,4762957,2087458
SoA,785239,20,3668816,2926545,5497131,4600961,1.50,13466,21079,785341,688158,15,15,49097,42962,0,5,57.7,1689155,740305
Trie,787667,20,425540063,424740173,100464219,100398146,0.24,18832973,18894253,28949007,28963412,6309482,6308682,6719565,6722625,498435,498831,3.0,12627763,5534361
LinkedList,787663,20,144450572,143935491,4722846,4727662,0.03,3071959,3081365,674454,675660,21,20,1573804,1577779,339322,339705,5.2,7441515,3261388
SlabList,786081,20,3491636,2962401,5510854,4735132,1.58,4504,5086,787302,686228,782,681,49359,42847,0,0,56.3,1667406,730773
vEBTree,786760,20,4272054,3002748,5507778,4804819,1.29,2873,3624,786862,683003,14,13,49190,42642,0,0,57.5,1727170,756966
BTree,787639,20,17468850,17898781,8437364,8428297,0.48,1107159,1090881,1485107,1502914,83501,83879,433703,440342,39281,38504,21.4,3834231,1680426
Heap,785449,20,3890108,2922582,5498601,4628342,1.41,2487,9159,785551,678081,14,14,49108,43298,0,0,57.2,1671411,732528
AoS,785863,20,4947538,3613807,5501499,4748432,1.11,220726,196635,785965,678760,15,15,196896,163292,1865,1784,49.6,1794167,786328
CircularBuffer,786861,20,3897105,2898299,5508485,4616640,1.41,5027,7188,786963,689880,14,14,49199,43218,0,18,59.2,1716428,752258
Array,786729,20,3928522,2880843,5507561,4606087,1.40,2181,2907,786831,690922,14,14,49187,43125,0,0,59.4,1710078,749475
SlabList,789900,20,4228915,2970682,5539554,4652871,1.31,5917,21175,791402,673948,784,696,49625,43800,5,62,59.3,1761477,772001
BTree,790265,20,16212141,16818453,8489215,8491847,0.52,1100651,1102060,1505629,1515050,84307,84388,436987,437337,37273,38048,20.9,3521061,1543173
Heap,789514,20,4183632,3051276,5527056,4772607,1.32,23771,33003,789616,682471,14,13,49363,42535,0,1,54.1,1650743,723470
HashMap,789450,20,29010355,26771258,9429652,9303110,0.33,2323572,2221721,2067257,2033317,24233,23334,1635135,1620967,379552,378522,24.3,6513304,2854581
AoS,791028,20,4376254,3470208,5537654,4753555,1.27,202290,178795,791130,684842,14,14,155418,136129,2962,2264,49.1,1703970,746798
CircularBuffer,790606,20,3853721,2901537,5534700,4763831,1.44,18165,31464,790708,690515,14,15,49443,43060,1,20,58.2,1689697,740542
SkipList,791298,20,14749157,14653330,4739283,4728052,0.32,1073705,1032733,677160,674876,15,18,686318,689997,11262,11056,11.6,1706119,747739
RBTree,791334,20,76088742,77031390,8423307,8399673,0.11,3531948,3520894,1537172,1527915,8366,8437,1928730,1920432,456223,454720,7.1,5442685,2385362
Trie,788632,20,427811470,428009156,100464227,100473014,0.23,18882013,18982155,28978073,28991383,6315635,6316716,6723496,6735650,499001,499721,5.1,22006344,9644706
SoA,791291,20,4292964,2817914,5539495,4592784,1.29,3475,4080,791393,690193,14,14,49471,43141,0,2,67.0,1888848,827824
Array,791321,20,4058642,2908547,5539705,4625734,1.36,15060,19350,791423,693161,14,14,49475,43311,0,4,60.3,1754544,768963
BST,789711,20,69936412,69074944,8385363,8390449,0.12,3318283,3379497,1521250,1523845,9067,9170,1957641,1959360,455475,454618,5.5,3773161,1653661
Deque,789257,20,3845210,2762892,8690705,7486571,2.26,2173,2607,1579881,1361522,786,537,49733,42884,4,4,54.5,1505522,659824
Vector,788891,20,4238997,2945974,5522695,4671424,1.30,3608,5363,788993,690201,15,14,49325,41013,0,4,59.9,1765572,773796
vEBTree,788608,20,3789090,2886229,5520714,4447905,1.46,42001,44660,788710,693480,15,16,49305,43730,0,56,61.7,1782101,781040
LinkedList,788641,20,143010255,140494748,4723758,4733393,0.03,3114947,3158086,676255,675990,19,19,1577207,1583516,340922,341900,8.1,11448795,5017656
Heap,792771,20,4110830,2920295,5549855,4680911,1.35,5446,9857,792873,687977,15,14,49567,43141,0,2,61.0,1781348,780710
RBTree,792327,20,76876377,77503841,8448680,8414033,0.11,3495813,3497586,1538831,1529778,7944,7975,1935896,1925546,452975,455695,4.4,3406000,1492745
SoA,793930,20,3582109,2974461,5557968,4748248,1.55,13500,14064,794032,691626,15,15,49646,43050,2,9,57.5,1710128,749497
BST,792461,20,78377328,80462035,8439826,8446056,0.11,3449681,3448158,1533028,1532492,7822,8132,1966961,1958801,454681,456080,9.0,7264942,3184001
Array,792232,20,4100583,3008883,5546082,4686671,1.35,40710,38454,792334,686134,16,17,49548,41808,13,185,58.2,1752217,767943
BTree,793726,20,18084758,18368757,8538922,8551016,0.47,1108237,1108556,1497083,1519893,84166,83768,433544,436236,40392,39922,17.5,3223670,1412836
SlabList,792982,20,4101219,3135127,5561079,4735317,1.36,77409,67010,794477,680520,800,688,49987,43897,412,394,55.1,1727008,756895
Deque,792605,20,4560420,3414756,8732057,7444645,1.91,77389,66936,1588078,1335282,798,703,50085,43857,318,296,51.6,1762798,772580
CircularBuffer,794212,20,3731049,3193539,5559942,4804437,1.49,44954,46527,794314,685339,14,14,49660,43138,0,77,42.0,1341533,587953
AoS,793445,20,4146591,3440677,5554574,4703479,1.34,257371,224099,793548,672685,16,14,198796,173634,2039,1750,51.4,1767287,774548
Trie,794160,20,431186192,433455840,101060552,101112475,0.23,18981444,19037180,29179821,29182061,6341425,6343026,6779550,6776015,503036,502783,2.0,8604010,3770874
SkipList,792541,20,16478644,16306274,4727992,4748179,0.29,1188019,1200365,670515,681326,18,17,668276,683720,8654,8830,15.1,2463851,1079830
HashMap,791399,20,24024390,23925591,9473403,9270961,0.39,1954910,1940900,2089133,2037278,22045,21458,1609514,1558310,385244,380006,12.6,3015017,1321389
vEBTree,792519,20,3340984,2885133,5548091,4634676,1.66,2489,8986,792621,689093,13,12,49555,43259,0,5,58.4,1686196,739008
LinkedList,791400,20,148287737,147988858,4735801,4745784,0.03,3107279,3150550,677187,678426,22,21,1585202,1593654,340971,342638,4.5,6696015,2934658
Vector,791392,20,4013744,3038113,5540202,4654985,1.38,44249,43389,791494,692111,16,15,49534,43541,24,230,57.7,1752618,768119
CircularBuffer,795403,20,4335152,2897320,5568279,4671774,1.28,5752,10528,795505,692035,15,14,49738,43256,2,10,64.0,1853477,812322
Array,797537,20,4495678,3188355,5583217,4723817,1.24,72915,63556,797639,651958,17,18,50034,44200,281,338,57.5,1832574,803161
BTree,795143,20,16132379,17268592,8363925,8541831,0.52,1020204,1042936,1467346,1510798,81760,83815,439106,440654,37647,38303,21.4,3692017,1618098
BST,796026,20,76614155,79392868,8478837,8445738,0.11,3566636,3595713,1542118,1535936,10771,11530,1984256,1976811,460035,457243,13.9,11020479,4829938
HashMap,797043,20,22791617,23309091,9527087,9343372,0.42,1672622,1694040,2100557,2055852,17525,17692,1372959,1351915,257147,252099,17.2,4015559,1759896
Deque,797649,20,3867021,2780217,8781889,7533843,2.27,4204,4012,1596273,1369633,794,685,50261,43190,2,4,55.0,1529233,670216
RBTree,796925,20,79931506,80778756,8514690,8463107,0.11,3597748,3577606,1550018,1538907,12350,12365,1950045,1936626,452697,457074,7.5,6051073,2652000
SoA,795668,20,4341568,2846231,5570134,4582217,1.28,5916,6719,795770,694114,13,13,49748,43473,1,6,66.8,1902578,833842
vEBTree,795682,20,3575411,2909511,5570232,4656727,1.56,4423,13337,795784,689734,12,12,49751,43576,1,1,59.8,1739468,762355
LinkedList,796894,20,148481994,149928000,4770403,4780477,0.03,3120904,3156115,681290,682861,22,21,1600850,1605244,344373,346950,4.4,6598477,2891910
SkipList,795717,20,15704931,16311805,4638135,4779202,0.30,1154623,1183578,664759,685513,20,19,676046,690035,8182,8765,15.4,2507404,1098918
Trie,795310,20,521611773,503627585,101268471,101252004,0.19,17348431,17338998,29248312,29221583,6353135,6345976,6785268,6507121,626735,597533,7.2,36250913,15887663
Vector,795868,20,4318560,3384744,5571534,4388430,1.29,634,876,795970,693882,15,14,49766,43125,1,4,44.5,1505808,659949
SlabList,795333,20,3480258,2947606,5575429,4758532,1.60,854,1038,796527,694737,790,687,49941,43333,0,3,57.6,1697725,744061
AoS,797539,20,4812039,3674066,5583231,4525170,1.16,263140,232648,797641,696026,16,18,199831,173668,1552,1639,60.6,2226837,975954
Heap,795381,20,4253691,3059459,5568125,4673540,1.31,75473,64367,795483,685597,16,15,49931,43921,464,407,58.0,1773100,777095
Vector,798006,20,4181719,3236362,5586500,4727109,1.34,76892,62713,798108,679825,16,16,50016,44334,72,250,54.4,1760188,771437
AoS,798326,20,5206975,3800514,5588740,4768630,1.07,249933,213722,798428,683371,16,14,200024,170814,2547,1885,53.1,2016668,883844
HashMap,800588,20,25272116,25516667,9686675,9452998,0.38,1831853,1828918,2088023,2069501,13813,13854,1534331,1525635,371527,378028,16.3,4155588,1821267
Deque,799276,20,3900855,2622971,8802330,7166601,2.26,5733,8190,1600371,1368635,798,685,50366,45033,2,8,63.1,1654175,724974
SoA,799235,20,4343973,2892035,5595103,4655569,1.29,6148,11526,799337,696592,15,13,49971,43576,0,2,65.3,1889084,827928
BTree,799086,20,16175454,16880024,8311717,8608141,0.51,1006044,1034851,1469865,1518075,82381,83834,424217,441747,37482,37702,15.1,2542405,1114258
SlabList,798963,20,4158754,3106002,5604129,4689793,1.35,68316,54940,800627,691794,798,706,50221,44484,5,115,59.9,1859843,815112
Trie,799826,20,439737125,440725784,101696857,101728569,0.23,19049474,19139179,29321329,25436496,6389044,6380937,6825553,6827149,509470,607932,2.9,12692481,5562725
BST,798857,20,79757420,79884088,8494812,8474121,0.11,3403018,3454013,1545799,1543001,10783,10765,1993940,1991907,463023,459724,2.4,1939351,849958
LinkedList,798155,20,149362201,150738302,4771867,4785141,0.03,3124143,3150059,683021,684474,21,19,1596653,1605413,344000,345375,2.8,4277528,1874709
vEBTree,799517,20,3842947,2975638,5597077,4772519,1.46,7010,11963,799619,695078,15,14,49989,43522,0,1,58.6,1743574,764155
CircularBuffer,799524,20,4353922,2939069,5597126,4688310,1.29,7034,16810,799626,694987,13,13,49988,43467,0,3,62.4,1835421,804409
RBTree,800471,20,75633176,75990814,8544256,8492729,0.11,3502455,3518031,1556168,1545851,10263,10621,1953041,1945311,454649,458516,5.6,4257283,1865836
Heap,800097,20,3748859,2913355,5601137,4660241,1.49,7287,13705,800199,700269,16,16,50024,44062,0,5,60.5,1762150,772296
Array,800678,20,3635983,2932045,5605204,4683435,1.54,5682,12122,800780,699152,13,13,50059,43754,0,0,59.2,1734519,760186
SkipList,801125,20,15293977,15340913,4769613,4780763,0.31,1260955,1260037,683672,687780,20,21,690454,696022,8819,8757,13.5,2078612,910992
SkipList,801559,20,14033950,14383232,4726813,4782769,0.34,1230865,1253127,676304,691876,17,17,684159,697069,8460,8755,9.3,1336380,585694
LinkedList,802392,20,145703320,145914269,4803113,4814503,0.03,3157932,3198269,687493,688267,21,19,1612873,1620026,348949,349567,6.2,9112349,3993663
SoA,803052,20,4361670,3053779,5621822,4408749,1.29,2815,3094,803154,700327,14,13,50212,43816,0,2,58.5,1785672,782605
Trie,802350,20,436201343,437760407,101982877,102030704,0.23,19189398,19255481,29469136,29446299,6415230,6417157,6846067,6851010,507276,507746,4.2,18476522,8097693
CircularBuffer,802759,20,3890835,3028477,5619771,4719345,1.44,8575,24847,802861,693738,15,17,50192,44344,0,48,57.0,1727228,756991
RBTree,802526,20,79766221,81010466,8558586,8508420,0.11,3540624,3551305,1562161,1550112,8578,8682,1961040,1913185,454358,472658,8.4,6767675,2966064
SlabList,801396,20,3482641,2999177,5618479,4807842,1.61,7245,7393,802677,699654,798,698,50333,43743,0,6,56.8,1704325,746953
Deque,802779,20,3918823,2790476,8838304,7547388,2.26,6166,6508,1606518,1382503,799,692,50582,43420,4,9,58.2,1624815,712107
Array,802906,20,4376600,3099004,5620800,4725662,1.28,35260,40757,803008,676371,17,19,50209,44326,25,215,60.5,1873435,821069
Heap,802741,20,4388804,3073623,5619645,4734430,1.28,56670,52569,802843,698838,15,15,50194,44326,0,17,60.3,1854266,812668
BTree,804362,20,17565063,18403338,8815337,8642688,0.50,1154299,1137795,1550070,1529538,84922,82447,439037,441737,41011,40327,15.9,2919269,1279426
AoS,803451,20,4438279,3407148,5624615,4768674,1.27,225981,209017,803554,679786,13,13,201298,175499,1903,1761,51.8,1766144,774047
vEBTree,803751,20,4033099,3093573,5626715,4780693,1.40,18196,26724,803853,682739,13,13,50255,44263,0,3,50.7,1567522,686997
Vector,802432,20,4022817,3101272,5617482,4762044,1.40,62624,55345,802534,681218,14,14,50187,44157,6,59,52.1,1615192,707889
BST,804512,20,75033565,74549491,8573769,8523912,0.11,3510691,3522392,1560998,1555328,5066,5204,1999313,1990040,457514,461747,6.5,4827637,2115805
HashMap,803479,20,19996323,22082784,9586657,9508880,0.48,1704542,1710130,2068646,2066325,8511,9925,1071151,1072769,80325,82170,25.8,5708160,2501711
Vector,805541,20,4166826,3047707,5639245,4841346,1.35,9474,14708,805643,699289,14,14,50371,43691,1,4,54.9,1673202,733313
Deque,805694,20,3597904,2754829,8871338,7539734,2.47,8679,14628,1612665,1367612,802,624,50761,44547,0,2,54.5,1502647,658564
SkipList,807647,20,16651815,16063986,4903277,4842560,0.29,1287081,1269355,697153,690925,23,21,723578,711151,9288,9001,10.3,1652892,724412
Trie,806052,20,434946427,434860589,102449864,102454741,0.24,19199787,19333964,29577583,29568646,6434142,6441237,6874223,6876905,511086,510493,2.5,10680912,4681116
AoS,805851,20,5169774,3747307,5641415,4844803,1.09,213621,186879,805953,694291,15,14,201903,173504,1689,1735,51.8,1942224,851217
vEBTree,806961,20,4337647,2984326,5649185,4716580,1.30,5828,12364,807063,702305,13,14,50459,44514,2,5,61.0,1820752,797980
LinkedList,805075,20,151116347,151011631,4815465,4829907,0.03,3157264,3154642,689172,690994,22,20,1618263,1620401,348911,348774,1.6,2365856,1036882
BTree,807684,20,20280879,20469950,8645907,8642182,0.43,1136564,1123326,1553517,1553227,84048,83783,441311,438618,38158,39620,24.7,5064643,2219678
CircularBuffer,806289,20,4396429,3082994,5644481,4787740,1.28,10803,13124,806391,685376,14,13,50408,43717,0,0,55.4,1708771,748902
HashMap,805898,20,20455160,21282140,9743130,9557407,0.48,1443143,1500374,2112444,2087997,25607,25958,1082345,1114775,130408,138968,18.7,3976744,1742885
